time,Open,High,Low,Close,Volume,Close time,Quote volume,Number of trades,Taker base volume,Taker quote volume
2022-02-06 00:00:00+00:00,37311.98,41772.33,37026.73,41574.25,64703.95874,2022-02-04 23:59:59.999000+00:00,2526572562.058285,1380724.0,33053.66668,1291953441.5589995
2022-02-07 00:00:00+00:00,41571.7,41913.69,40843.01,41382.59,32532.34372,2022-02-05 23:59:59.999000+00:00,1349805515.9300363,1006352.0,16566.08602,687352854.8254198
2022-02-08 00:00:00+00:00,41382.6,42656.0,41116.56,42380.87,22405.16704,2022-02-06 23:59:59.999000+00:00,934168802.8801152,788291.0,11546.39088,481652514.3718321
2022-02-09 00:00:00+00:00,42380.87,44500.5,41645.85,43839.99,51060.62006,2022-02-07 23:59:59.999000+00:00,2204523609.903396,1473274.0,25457.79986,1099936959.0396457
2022-02-10 00:00:00+00:00,43839.99,45492.0,42666.0,44042.99,64880.29387,2022-02-08 23:59:59.999000+00:00,2847485971.4977336,1653350.0,33004.09337,1448178622.4660032
2022-02-11 00:00:00+00:00,44043.0,44799.0,43117.92,44372.72,34428.16729,2022-02-09 23:59:59.999000+00:00,1512500139.1430995,1066395.0,17115.60108,752210712.4118421
2022-02-12 00:00:00+00:00,44372.71,45821.0,43174.01,43495.44,62357.29091,2022-02-10 23:59:59.999000+00:00,2772188373.222783,1541483.0,30323.12245,1348871895.8677204
2022-02-13 00:00:00+00:00,43495.44,43920.0,41938.51,42373.73,44975.1687,2022-02-11 23:59:59.999000+00:00,1937866768.5059533,1169354.0,22063.76915,950913914.0296428
2022-02-14 00:00:00+00:00,42373.73,43079.49,41688.88,42217.87,26556.85681,2022-02-12 23:59:59.999000+00:00,1123136004.7237246,830322.0,12814.60322,542061655.4291937
2022-02-15 00:00:00+00:00,42217.87,42760.0,41870.0,42053.66,17732.08113,2022-02-13 23:59:59.999000+00:00,750533311.6529565,624898.0,8333.13302,352741586.0597297
2022-02-16 00:00:00+00:00,42053.65,42842.4,41550.56,42535.94,34010.1306,2022-02-14 23:59:59.999000+00:00,1436927831.4445865,867622.0,16912.76672,714598651.165975
2022-02-17 00:00:00+00:00,42535.94,44751.4,42427.03,44544.86,38095.19576,2022-02-15 23:59:59.999000+00:00,1672855933.625659,990694.0,19180.32434,842363401.2128453
2022-02-18 00:00:00+00:00,44544.85,44549.97,43307.0,43873.56,28471.8727,2022-02-16 23:59:59.999000+00:00,1250973502.3018453,823745.0,14106.69537,619773473.0165873
2022-02-19 00:00:00+00:00,43873.56,44164.71,40073.21,40515.7,47245.99494,2022-02-17 23:59:59.999000+00:00,1993400162.9480667,1067658.0,21468.60602,906038209.7818584
2022-02-20 00:00:00+00:00,40515.71,40959.88,39450.0,39974.44,43845.92241,2022-02-18 23:59:59.999000+00:00,1765622365.9527562,1025882.0,20609.06764,829953072.4139525
2022-02-21 00:00:00+00:00,39974.45,40444.32,39639.03,40079.17,18042.0551,2022-02-19 23:59:59.999000+00:00,721960636.0646693,586653.0,8374.975,335209843.631803
2022-02-22 00:00:00+00:00,40079.17,40125.44,38000.0,38386.89,33439.29011,2022-02-20 23:59:59.999000+00:00,1293216601.4518795,811235.0,15338.25392,592897166.4491583
2022-02-23 00:00:00+00:00,38386.89,39494.35,36800.0,37008.16,62347.68496,2022-02-21 23:59:59.999000+00:00,2382027320.8617606,1352290.0,30617.13558,1170272316.2758772
2022-02-24 00:00:00+00:00,37008.16,38429.0,36350.0,38230.33,53785.94589,2022-02-22 23:59:59.999000+00:00,2010628230.7549176,1212527.0,27322.73575,1021948126.9253064
2022-02-25 00:00:00+00:00,38230.33,39249.93,37036.79,37250.01,43560.732,2022-02-23 23:59:59.999000+00:00,1665486687.239937,1030872.0,21449.9558,820639942.0318317
2022-02-26 00:00:00+00:00,37250.02,39843.0,34322.28,38327.21,120476.29458,2022-02-24 23:59:59.999000+00:00,4335107392.009488,2622780.0,60103.1314,2164376869.726107
2022-02-27 00:00:00+00:00,38328.68,39683.53,38014.37,39219.17,56574.57125,2022-02-25 23:59:59.999000+00:00,2197889580.282669,1408558.0,29904.01589,1161436657.8296285
2022-02-28 00:00:00+00:00,39219.16,40348.45,38573.18,39116.72,29361.2568,2022-02-26 23:59:59.999000+00:00,1152621719.69438,924257.0,14658.93596,575852237.9808168
2022-03-01 00:00:00+00:00,39116.73,39855.7,37000.0,37699.07,46229.44719,2022-02-27 23:59:59.999000+00:00,1780512702.886402,1265753.0,21789.2508,840141690.3293545
2022-03-02 00:00:00+00:00,37699.08,44225.84,37450.17,43160.0,73945.63858,2022-02-28 23:59:59.999000+00:00,2975160226.1689854,1931087.0,38543.78078,1553136662.0034585
2022-03-03 00:00:00+00:00,43160.0,44949.0,42809.98,44421.2,61743.09873,2022-03-01 23:59:59.999000+00:00,2701611023.69432,1866871.0,30937.54085,1353520463.0084743
2022-03-04 00:00:00+00:00,44421.2,45400.0,43334.09,43892.98,57782.65081,2022-03-02 23:59:59.999000+00:00,2550792948.2886243,1653131.0,28624.1131,1264172354.0456262
2022-03-05 00:00:00+00:00,43892.99,44101.12,41832.28,42454.0,50940.61021,2022-03-03 23:59:59.999000+00:00,2192152097.925188,1289320.0,24438.40113,1051969942.211232
2022-03-06 00:00:00+00:00,42454.0,42527.3,38550.0,39148.66,61964.68498,2022-03-04 23:59:59.999000+00:00,2527001270.719469,1465066.0,29322.62323,1196441375.2961826
2022-03-07 00:00:00+00:00,39148.65,39613.24,38407.59,39397.96,30363.13341,2022-03-05 23:59:59.999000+00:00,1187689935.0879934,879727.0,14846.61434,580820200.9425652
2022-03-08 00:00:00+00:00,39397.97,39693.87,38088.57,38420.81,39677.26158,2022-03-06 23:59:59.999000+00:00,1542258009.6292188,986352.0,19055.16367,740741244.8965172
2022-03-09 00:00:00+00:00,38420.8,39547.57,37155.0,37988.0,63994.11559,2022-03-07 23:59:59.999000+00:00,2449362161.7015386,1456041.0,31641.49735,1211103666.7671783
2022-03-10 00:00:00+00:00,37988.01,39362.08,37867.65,38730.63,55583.06638,2022-03-08 23:59:59.999000+00:00,2149652714.8043456,1271128.0,27964.07361,1081516303.5940902
2022-03-11 00:00:00+00:00,38730.63,42594.06,38656.45,41941.71,67392.58799,2022-03-09 23:59:59.999000+00:00,2797240840.960747,1570230.0,34598.34753,1435303843.9873853
2022-03-12 00:00:00+00:00,41941.7,42039.63,38539.73,39422.0,71962.93154,2022-03-10 23:59:59.999000+00:00,2854310740.807673,1512655.0,33804.27456,1340241708.0012028
2022-03-13 00:00:00+00:00,39422.01,40236.26,38223.6,38729.57,59018.7642,2022-03-11 23:59:59.999000+00:00,2305825015.6010857,1252571.0,29148.02045,1139093538.3524642
2022-03-14 00:00:00+00:00,38729.57,39486.71,38660.52,38807.36,24034.36432,2022-03-12 23:59:59.999000+00:00,939663387.3149892,671733.0,11869.94851,464113572.6085631
2022-03-15 00:00:00+00:00,38807.35,39310.0,37578.51,37777.34,32791.82359,2022-03-13 23:59:59.999000+00:00,1268441605.1866877,841844.0,15150.32067,586406176.6009938
2022-03-16 00:00:00+00:00,37777.35,39947.12,37555.0,39671.37,46945.45375,2022-03-14 23:59:59.999000+00:00,1821922588.4472065,1114899.0,24146.76237,937313460.6262864
2022-03-17 00:00:00+00:00,39671.37,39887.61,38098.33,39280.33,46015.54926,2022-03-15 23:59:59.999000+00:00,1796571984.458497,1060517.0,22657.90532,885084067.9857315
2022-03-18 00:00:00+00:00,39280.33,41718.0,38828.48,41114.0,88120.76167,2022-03-16 23:59:59.999000+00:00,3552563766.3655386,2051837.0,44119.65664,1779529342.3189175
2022-03-19 00:00:00+00:00,41114.01,41478.82,40500.0,40917.9,37189.38087,2022-03-17 23:59:59.999000+00:00,1521083189.7108624,935784.0,18580.98075,760015585.8029839
2022-03-20 00:00:00+00:00,40917.89,42325.02,40135.04,41757.51,45408.00969,2022-03-18 23:59:59.999000+00:00,1862337033.4847207,1065054.0,22374.92757,918115615.0464844
2022-03-21 00:00:00+00:00,41757.51,42400.0,41499.29,42201.13,29067.18108,2022-03-19 23:59:59.999000+00:00,1216709156.4428053,801197.0,14463.06148,605480703.8859774
2022-03-22 00:00:00+00:00,42201.13,42296.26,40911.0,41262.11,30653.33468,2022-03-20 23:59:59.999000+00:00,1273880705.2502496,799695.0,14636.72662,608328201.7906688
2022-03-23 00:00:00+00:00,41262.11,41544.22,40467.94,41002.25,39426.24877,2022-03-21 23:59:59.999000+00:00,1618789548.0684214,947206.0,19079.42652,783366152.1200151
2022-03-24 00:00:00+00:00,41002.26,43361.0,40875.51,42364.13,59454.94294,2022-03-22 23:59:59.999000+00:00,2525975507.8012,1367343.0,30215.54785,1283334795.3252618
2022-03-25 00:00:00+00:00,42364.13,43025.96,41751.47,42882.76,40828.87039,2022-03-23 23:59:59.999000+00:00,1725787170.5823965,916671.0,20211.34116,854479820.5334152
2022-03-26 00:00:00+00:00,42882.76,44220.89,42560.46,43991.46,56195.12374,2022-03-24 23:59:59.999000+00:00,2436258223.6223383,1202541.0,27963.10189,1212354441.1395836
2022-03-27 00:00:00+00:00,43991.46,45094.14,43579.0,44313.16,54614.43648,2022-03-25 23:59:59.999000+00:00,2421153187.6604123,1141588.0,27819.34765,1233475690.3636422
2022-03-28 00:00:00+00:00,44313.16,44792.99,44071.97,44511.27,23041.61741,2022-03-26 23:59:59.999000+00:00,1022802857.60941,693647.0,11422.59021,507079959.2099111
2022-03-29 00:00:00+00:00,44511.27,46999.0,44421.46,46827.76,41874.91071,2022-03-27 23:59:59.999000+00:00,1907019662.3441496,1135096.0,21674.84642,987241345.646293
2022-03-30 00:00:00+00:00,46827.76,48189.84,46663.56,47122.21,58949.2614,2022-03-28 23:59:59.999000+00:00,2789898402.616576,1498975.0,29097.75719,1377280753.9727275
2022-03-31 00:00:00+00:00,47122.21,48096.47,46950.85,47434.8,36772.28457,2022-03-29 23:59:59.999000+00:00,1748600385.4502351,1095678.0,18192.3742,865179145.1756456
2022-04-01 00:00:00+00:00,47434.79,47700.22,46445.42,47067.99,40947.2085,2022-03-30 23:59:59.999000+00:00,1932152559.883112,1081607.0,20896.43399,985946938.5682786
2022-04-02 00:00:00+00:00,47067.99,47600.0,45200.0,45510.34,48645.12667,2022-03-31 23:59:59.999000+00:00,2262485160.568584,1290541.0,22879.47328,1064278670.6426108
2022-04-03 00:00:00+00:00,45510.35,46720.09,44200.0,46283.49,56271.06474,2022-04-01 23:59:59.999000+00:00,2556532890.870311,1372216.0,28041.37621,1274359931.8405368
2022-04-04 00:00:00+00:00,46283.49,47213.0,45620.0,45811.0,37073.53582,2022-04-02 23:59:59.999000+00:00,1721690754.4393935,1056716.0,18562.93079,862197811.5688924
2022-04-05 00:00:00+00:00,45810.99,47444.11,45530.92,46407.35,33394.67794,2022-04-03 23:59:59.999000+00:00,1550999693.0508049,966563.0,16740.18067,777615974.8155177
2022-04-06 00:00:00+00:00,46407.36,46890.71,45118.0,46580.51,44641.87514,2022-04-04 23:59:59.999000+00:00,2053434523.8685389,1171998.0,21913.04154,1008164276.0490184
2022-04-07 00:00:00+00:00,46580.5,47200.0,45353.81,45497.55,42192.74852,2022-04-05 23:59:59.999000+00:00,1951668192.9295096,1046080.0,20607.57735,953494654.4599284
2022-04-08 00:00:00+00:00,45497.54,45507.14,43121.0,43170.47,60849.32936,2022-04-06 23:59:59.999000+00:00,2700644700.890392,1471912.0,29467.28381,1307725131.1946254
2022-04-09 00:00:00+00:00,43170.47,43900.99,42727.35,43444.19,37396.54156,2022-04-07 23:59:59.999000+00:00,1623879486.6600313,999816.0,18567.25999,806358703.2156662
2022-04-10 00:00:00+00:00,43444.2,43970.62,42107.14,42252.01,42375.04203,2022-04-08 23:59:59.999000+00:00,1830699971.611312,1108136.0,20530.56354,887196762.4943209
2022-04-11 00:00:00+00:00,42252.02,42800.0,42125.48,42753.97,17891.66047,2022-04-09 23:59:59.999000+00:00,759274586.6137776,640230.0,8910.47179,378158044.3039713
2022-04-12 00:00:00+00:00,42753.96,43410.3,41868.0,42158.85,22771.09403,2022-04-10 23:59:59.999000+00:00,971459737.5009404,678983.0,10952.24952,467438845.4221835
2022-04-13 00:00:00+00:00,42158.85,42414.71,39200.0,39530.45,63560.44721,2022-04-11 23:59:59.999000+00:00,2602039073.0150447,1385924.0,30543.05561,1251713135.500008
2022-04-14 00:00:00+00:00,39530.45,40699.0,39254.63,40074.94,57751.01778,2022-04-12 23:59:59.999000+00:00,2309514071.593873,1153667.0,28344.99788,1133659106.655711
2022-04-15 00:00:00+00:00,40074.95,41561.31,39588.54,41147.79,41342.27254,2022-04-13 23:59:59.999000+00:00,1677171454.091079,948061.0,20522.54699,832653378.5114936
2022-04-16 00:00:00+00:00,41147.78,41500.0,39551.94,39942.38,36807.01401,2022-04-14 23:59:59.999000+00:00,1494726286.01801,803756.0,17787.82129,722216571.859389
2022-04-17 00:00:00+00:00,39942.37,40870.36,39766.4,40551.9,24026.35739,2022-04-15 23:59:59.999000+00:00,966888436.8162508,616536.0,11755.54439,473100437.4733753
2022-04-18 00:00:00+00:00,40551.9,40709.35,39991.55,40378.71,15805.44718,2022-04-16 23:59:59.999000+00:00,638275503.9141085,423446.0,7642.38243,308642382.8796384
2022-04-19 00:00:00+00:00,40378.7,40595.67,39546.17,39678.12,19988.49259,2022-04-17 23:59:59.999000+00:00,803414248.9836985,590241.0,9578.91533,385124871.4665126
2022-04-20 00:00:00+00:00,39678.11,41116.73,38536.51,40801.13,54243.49575,2022-04-18 23:59:59.999000+00:00,2153574975.9131336,1157741.0,27097.19375,1076513006.7058177
2022-04-21 00:00:00+00:00,40801.13,41760.0,40571.0,41493.18,35788.85843,2022-04-19 23:59:59.999000+00:00,1472363265.362188,934526.0,17806.81506,732539241.889679
2022-04-22 00:00:00+00:00,41493.19,42199.0,40820.0,41358.19,40877.35041,2022-04-20 23:59:59.999000+00:00,1697039284.0853007,1063843.0,20007.29623,830754792.6236624
2022-04-23 00:00:00+00:00,41358.19,42976.0,39751.0,40480.01,59316.27657,2022-04-21 23:59:59.999000+00:00,2476061417.8872576,1515456.0,29413.89548,1228429890.9573543
2022-04-24 00:00:00+00:00,40480.01,40795.06,39177.0,39709.18,46664.0196,2022-04-22 23:59:59.999000+00:00,1870172362.40225,1043471.0,23248.71242,931654706.5531976
2022-04-25 00:00:00+00:00,39709.19,39980.0,39285.0,39441.6,20291.42375,2022-04-23 23:59:59.999000+00:00,804677022.9078971,724132.0,10217.20484,405193110.9436816
2022-04-26 00:00:00+00:00,39441.61,39940.0,38929.62,39450.13,26703.61186,2022-04-24 23:59:59.999000+00:00,1056336243.0198607,868183.0,12639.70229,500129939.0779573
2022-04-27 00:00:00+00:00,39450.12,40616.0,38200.0,40426.08,63037.12784,2022-04-25 23:59:59.999000+00:00,2470071005.2401423,1280351.0,31958.39557,1252785476.6028605
2022-04-28 00:00:00+00:00,40426.08,40797.31,37702.26,38112.65,66650.258,2022-04-26 23:59:59.999000+00:00,2615206861.8349133,1381618.0,31936.9422,1253685872.4445755
2022-04-29 00:00:00+00:00,38112.64,39474.72,37881.31,39235.72,57083.12272,2022-04-27 23:59:59.999000+00:00,2218523642.426387,1232083.0,28942.08915,1124748467.7003632
2022-04-30 00:00:00+00:00,39235.72,40372.63,38881.43,39742.07,56086.6715,2022-04-28 23:59:59.999000+00:00,2223808385.8063755,1135242.0,28519.46629,1130865428.7936184
2022-05-01 00:00:00+00:00,39742.06,39925.25,38175.0,38596.11,51453.65715,2022-04-29 23:59:59.999000+00:00,2006135662.8559992,1101140.0,24773.60543,966125835.4961329
2022-05-02 00:00:00+00:00,38596.11,38795.38,37578.2,37630.8,35321.18989,2022-04-30 23:59:59.999000+00:00,1354900532.1335113,1017369.0,16523.43017,634076437.1873089
2022-05-03 00:00:00+00:00,37630.8,38675.0,37386.38,38468.35,38812.24104,2022-05-01 23:59:59.999000+00:00,1478259271.913873,1021157.0,19551.11747,744825800.8143975
2022-05-04 00:00:00+00:00,38468.35,39167.34,38052.0,38525.16,53200.92628,2022-05-02 23:59:59.999000+00:00,2058450718.2963235,1053893.0,27276.29561,1055369693.1339272
2022-05-05 00:00:00+00:00,38525.16,38651.51,37517.8,37728.95,40316.45358,2022-05-03 23:59:59.999000+00:00,1539320434.2647235,1005131.0,20002.76343,764016892.6745052
2022-05-06 00:00:00+00:00,37728.95,40023.77,37670.0,39690.0,62574.61736,2022-05-04 23:59:59.999000+00:00,2438553987.453544,1238847.0,32968.16942,1284541284.6021378
2022-05-07 00:00:00+00:00,39690.0,39845.51,35571.9,36552.97,88722.43355,2022-05-05 23:59:59.999000+00:00,3329684235.963952,1979692.0,41786.44096,1568954443.5851629
2022-05-08 00:00:00+00:00,36552.97,36675.63,35258.0,36013.77,68437.80187,2022-05-06 23:59:59.999000+00:00,2466507512.182029,1214518.0,34536.42346,1245062436.8376348
2022-05-09 00:00:00+00:00,36013.77,36146.3,34785.0,35472.39,34281.70682,2022-05-07 23:59:59.999000+00:00,1222539413.6400983,746488.0,15385.18829,548855038.2356379
2022-05-10 00:00:00+00:00,35472.4,35514.22,33713.95,34038.4,72445.64344,2022-05-08 23:59:59.999000+00:00,2498365159.9945807,1301451.0,32350.03935,1115547715.9145274
2022-05-11 00:00:00+00:00,34038.39,34243.15,30033.33,30076.31,191876.926428,2022-05-09 23:59:59.999000+00:00,6166367111.275724,2564538.0,86538.962569,2781053306.4725456
2022-05-12 00:00:00+00:00,30074.23,32658.99,29730.4,31017.1,165532.00311,2022-05-10 23:59:59.999000+00:00,5179856929.47993,2470325.0,73691.196106,2307177624.541944
2022-05-13 00:00:00+00:00,31017.11,32162.59,27785.0,29103.94,207063.739278,2022-05-11 23:59:59.999000+00:00,6300295994.553139,3559270.0,99622.117475,3036296142.0982084
2022-05-14 00:00:00+00:00,29103.94,30243.0,26700.0,29029.75,204507.263138,2022-05-12 23:59:59.999000+00:00,5795451310.945579,3951233.0,101465.278257,2877462252.2122283
2022-05-15 00:00:00+00:00,29029.74,31083.37,28751.67,29287.05,97872.36957,2022-05-13 23:59:59.999000+00:00,2956855804.856112,2051900.0,48827.72764,1475641181.96275
2022-05-16 00:00:00+00:00,29287.05,30343.27,28630.0,30086.74,51095.87863,2022-05-14 23:59:59.999000+00:00,1501483453.5008905,1204626.0,25908.17135,761545954.1904565
2022-05-17 00:00:00+00:00,30086.74,31460.0,29480.0,31328.89,46275.66912,2022-05-15 23:59:59.999000+00:00,1401499926.2304175,1016769.0,24163.362,732332763.6094486
2022-05-18 00:00:00+00:00,31328.89,31328.9,29087.04,29874.01,73082.19658,2022-05-16 23:59:59.999000+00:00,2185567735.682062,1561954.0,36284.05379,1085179422.7219367
2022-05-19 00:00:00+00:00,29874.01,30788.37,29450.38,30444.93,56724.13307,2022-05-17 23:59:59.999000+00:00,1715109131.0802064,1175382.0,28600.36238,865031716.5404288
2022-05-20 00:00:00+00:00,30444.93,30709.99,28654.47,28715.32,59749.15799,2022-05-18 23:59:59.999000+00:00,1762843836.126938,1379212.0,29501.76769,870623227.207057
2022-05-21 00:00:00+00:00,28715.33,30545.18,28691.38,30319.23,67877.36415,2022-05-19 23:59:59.999000+00:00,2014360135.785272,1860780.0,35339.65787,1049163442.9020371
2022-05-22 00:00:00+00:00,30319.22,30777.33,28730.0,29201.01,60517.25325,2022-05-20 23:59:59.999000+00:00,1800589029.270878,1694004.0,30890.40127,919467696.618159
2022-05-23 00:00:00+00:00,29201.01,29656.18,28947.28,29445.06,20987.13124,2022-05-21 23:59:59.999000+00:00,616194663.9792111,643486.0,10558.92886,310046148.8025876
2022-05-24 00:00:00+00:00,29445.07,30487.99,29255.11,30293.94,36158.98748,2022-05-22 23:59:59.999000+00:00,1082530816.01625,862880.0,18538.10071,555044195.7973803
2022-05-25 00:00:00+00:00,30293.93,30670.51,28866.35,29109.15,63901.49932,2022-05-23 23:59:59.999000+00:00,1914305818.074519,1328317.0,30476.66811,913813980.9533184
2022-05-26 00:00:00+00:00,29109.14,29845.86,28669.0,29654.58,59442.96036,2022-05-24 23:59:59.999000+00:00,1740257602.3067698,946421.0,29480.07674,863516681.5129281
2022-05-27 00:00:00+00:00,29654.58,30223.74,29294.21,29542.15,59537.38659,2022-05-25 23:59:59.999000+00:00,1771708175.0718913,985440.0,28846.96589,858587338.503838
2022-05-28 00:00:00+00:00,29542.14,29886.64,28019.56,29201.35,94581.65463,2022-05-26 23:59:59.999000+00:00,2759055410.397752,1431112.0,45206.85416,1319426335.716236
2022-05-29 00:00:00+00:00,29201.35,29397.66,28282.9,28629.8,90998.5201,2022-05-27 23:59:59.999000+00:00,2626515958.50349,1321406.0,43590.05398,1258912486.7048602
2022-05-30 00:00:00+00:00,28629.81,29266.0,28450.0,29031.33,34479.35127,2022-05-28 23:59:59.999000+00:00,994674257.5679232,684423.0,17561.21465,506633343.6800464
2022-05-31 00:00:00+00:00,29031.33,29587.78,28839.21,29468.1,27567.34764,2022-05-29 23:59:59.999000+00:00,804777532.6497605,635311.0,13735.42581,401056725.5655391
2022-06-01 00:00:00+00:00,29468.1,32222.0,29299.62,31734.22,96785.9476,2022-05-30 23:59:59.999000+00:00,2980527582.4674954,1380410.0,45024.45633,1384940691.9669578
2022-06-02 00:00:00+00:00,31734.23,32399.0,31200.01,31801.04,62433.11632,2022-05-31 23:59:59.999000+00:00,1981259117.0115464,1161340.0,30046.95511,953574564.3261106
